개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
5690000,202456900000801610,세종특별자치시,세종특별자치시 금남면 용포로 88,,생활방범,3,200,용포3리 용포로 신협 앞 B,30,,044-300-2564,36.466485,127.281586,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:37
5690000,202456900000801616,세종특별자치시,세종특별자치시 금남면 용포리 213-17,,생활방범,2,200,금남면 아름정원(용포리 221-2) A,30,,044-300-2570,36.468257,127.279347,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:37
5690000,202456900000801618,세종특별자치시,세종특별자치시 금남면 봉암리 64-5,,생활방범,3,200,봉암리 1번국도교각밑 A,30,,044-300-2572,36.42376,127.27792,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:37
5690000,202456900000801612,세종특별자치시,세종특별자치시 금남면 도암리 628,,생활방범,2,200,도암2리 마을회관 앞 A,30,,044-300-2566,36.445652,127.274755,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:37
5690000,202456900000801614,세종특별자치시,세종특별자치시 금남면 영대리 322-1,,생활방범,3,200,영대리 삼거리 B,30,,044-300-2568,36.46445,127.338191,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:37
5690000,202456900000802943,세종특별자치시,세종특별자치시 도담동 900,,생활방범,3,200,도담동 해지개1교 밑 산책로(회전형),30,,044-300-3897,36.51778529,127.2583476,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:54
5690000,202456900000802949,세종특별자치시,세종특별자치시 대평동 643,,생활방범,4,200,대평동 시외버스터미널 지하버스정류장 계단 앞(회전형),30,,044-300-3903,36.47052976,127.2730261,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:54
5690000,202456900000802941,세종특별자치시,세종특별자치시 해밀3로 32,,생활방범,4,200,해밀마을 1단지 109동 앞 공원용지(회전형),30,,044-300-3895,36.52627917,127.2673139,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:54
5690000,202456900000802945,세종특별자치시,세종특별자치시 한솔동 1073,,생활방범,4,200,한솔동 가랑터 소공원 입구 삼거리(회전형),30,,044-300-3899,36.47912038,127.2497343,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:54
5690000,202456900000802947,세종특별자치시,세종특별자치시 대평동 65-39,,생활방범,4,200,대평동 해피하움시티 스타뷰타원 사이 (회전형),30,,044-300-3901,36.47272402,127.275992,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:54
5690000,202456900000802735,세종특별자치시,세종특별자치시 집현동 785-57,,생활방범,3,200,세종어울림파밀리에센트럴 M4아파트 901동 앞 교차로 A,30,,044-300-3689,36.493192,127.3225,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:51
5690000,202456900000802739,세종특별자치시,세종특별자치시 집현동 883-148,,생활방범,3,200,세종자이e편한세상L4아파트 정문 회전교차로 A,30,,044-300-3693,36.485241,127.320271,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:51
5690000,202456900000802737,세종특별자치시,세종특별자치시 집현동 883-42,,생활방범,3,200,세종하늘채센트레빌 M5아파트 803동 앞 A,30,,044-300-3691,36.490091,127.322921,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:51
5690000,202456900000802731,세종특별자치시,세종특별자치시 집현동 792-1,,생활방범,3,200,집현리복컴 앞 공원 A,30,,044-300-3685,36.496182,127.32554,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:51
5690000,202456900000802733,세종특별자치시,세종특별자치시 집현동 785-557,,생활방범,4,200,세종신혼희망타운아파트 1004동 앞 A,30,,044-300-3687,36.494468,127.324118,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:51
5690000,202456900000801964,세종특별자치시,세종특별자치시 부강면 부강리 102-3,,생활방범,3,200,부용어린이공원 내 A,30,,044-300-2918,36.5282571,127.3709144,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:41
5690000,202456900000801968,세종특별자치시,세종특별자치시 새롬동 154,,생활방범,1,200,새롬동 10단지 1010동 건너편 A,30,,044-300-2922,36.49085646,127.2525956,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:41
5690000,202456900000801960,세종특별자치시,세종특별자치시 부강면 부강리 1149-24,,생활방범,3,200,오뚜기상회 앞 A,30,,044-300-2914,36.5202,127.3676,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:41
5690000,202456900000801966,세종특별자치시,세종특별자치시 부강면 부강리 412-9번지,,생활방범,2,200,부강리 새말어린이공원 내 A,30,,044-300-2920,36.53048043,127.3639818,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:41
5690000,202456900000801962,세종특별자치시,세종특별자치시 부강면 문곡리 1109,,생활방범,3,200,문곡2리 버스정류장 A,30,,044-300-2916,36.529695,127.396509,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:41
5690000,202456900000801970,세종특별자치시,세종특별자치시 새롬동 50,,생활방범,1,200,나성동 에스빌딩옆 광장 A,30,,044-300-2924,36.48631905,127.2536913,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:41
5690000,202456900000801978,세종특별자치시,세종특별자치시 새롬서로 68 (새롬동),,생활방범,2,200,새롬동 3단지 302동앞 회전교차로 A,30,,044-300-2932,36.48659499,127.2478165,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:41
5690000,202456900000801972,세종특별자치시,세종특별자치시 새롬동 127,,생활방범,1,200,새롬동 주상복합주차장 A,30,,044-300-2926,36.49094287,127.2543369,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:41
5690000,202456900000801976,세종특별자치시,세종특별자치시 새롬동 341-77,,생활방범,1,200,새롬동 새뜸중앞 A,30,,044-300-2930,36.48731665,127.2517694,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:41
5690000,202456900000801974,세종특별자치시,세종특별자치시 새롬중앙로 38-11 (새롬동),,생활방범,1,200,새롬동 새롬꿈어린이집옆 A,30,,044-300-2928,36.48498467,127.2550651,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:41
5690000,202456900000802291,세종특별자치시,세종특별자치시 연동면 청연로 808-4,,생활방범,3,200,예양교차로 사거리 B,30,,044-300-3245,36.575114,127.32144,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:45
5690000,202456900000802293,세종특별자치시,세종특별자치시 연동면 예양1리 15,,생활방범,1,200,예양1리 미꾸지 삼거리 회전교차로 A,30,,044-300-3247,36.580539,127.322352,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:45
5690000,202456900000802295,세종특별자치시,세종특별자치시 연동면 명학리 621-7,,차량방범,4,200,명학리 명학교차로,30,,044-300-3249,36.534955,127.332941,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:45
5690000,202456900000802299,세종특별자치시,세종특별자치시 연동면 명학리 437-1,,생활방범,3,200,동세종 농협 연흡지점 앞 A,30,,044-300-3253,36.5358,127.3469,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:45
5690000,202456900000802297,세종특별자치시,세종특별자치시 연동면 예양리 823-13,,차량방범,4,200,세종시-오송역 D,30,,044-300-3251,36.5727364,127.3172476,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:45
5690000,202456900000802780,세종특별자치시,세종특별자치시 나리로 27 (한솔동),,생활방범,3,200,한솔동 미르초삼거리 A,30,,044-300-3734,36.47339125,127.2545867,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:52
5690000,202456900000802782,세종특별자치시,세종특별자치시 누리로 32 (한솔동),,생활방범,2,200,한솔동 한솔유치원옆A,30,,044-300-3736,36.47751975,127.2520867,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:52
5690000,202456900000802784,세종특별자치시,세종특별자치시 나리로 82 (한솔동),,생활방범,2,200,세종보 참샘약수터 A,30,,044-300-3738,36.47569662,127.2582244,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:52
5690000,202456900000802786,세종특별자치시,세종특별자치시 노을3로 70 (한솔동),,생활방범,3,200,한솔동 파출소옆 A,30,,044-300-3740,36.48016491,127.2587836,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:52
5690000,202456900000802788,세종특별자치시,세종특별자치시 나리로 43 (한솔동),,생활방범,1,200,한솔동 한솔중 수영장입구,30,,044-300-3742,36.47655681,127.2556822,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:52
5690000,202456900000802773,세종특별자치시,세종특별자치시 집현동 883-243,,생활방범,4,200,자동차정류장(4-1) 동측,30,,044-300-3727,36.483078,127.323185,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:52
5690000,202456900000802775,세종특별자치시,세종특별자치시 한솔동 1247,,생활방범,1,200,한솔동 백제고분역사공원 A,30,,044-300-3729,36.47915,127.25374,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:52
5690000,202456900000802777,세종특별자치시,세종특별자치시 나리로 58 (한솔동),,생활방범,4,200,한솔동 미르초옆육교방향 A,30,,044-300-3731,36.47179217,127.2530622,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:52
5690000,202456900000802779,세종특별자치시,세종특별자치시 어울로 87 (한솔동),,생활방범,1,200,한솔동 자동크리넷건너편,30,,044-300-3733,36.48194243,127.2551333,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:52
5690000,202456900000802771,세종특별자치시,세종특별자치시 집현동 789-150,,생활방범,3,200,자동차정류장(4-1) 동남측,30,,044-300-3725,36.481504,127.324116,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:52
5690000,202456900000802465,세종특별자치시,세종특별자치시 전의면 동교리 157-23,,생활방범,2,200,동교리 전의도래샘작은도서관앞 A,30,,044-300-3419,36.6799901,127.2080769,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:48
5690000,202456900000802467,세종특별자치시,세종특별자치시 전의면 영당리 86-1,,차량방범,3,200,영당리 (2차선/양방향)[범-27],30,,044-300-3421,36.6548435,127.1872839,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:48
5690000,202456900000802469,세종특별자치시,세종특별자치시 전의면 동교산수골길 34,,생활방범,3,200,성호아파트 앞 새도로 A,30,,044-300-3423,36.682845,127.206436,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:48
5690000,202456900000802461,세종특별자치시,세종특별자치시 전의면 다방리 153-1,,생활방범,3,200,다방리 비암사입구삼거리 A,30,,044-300-3415,36.6039876,127.1863473,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:47
5690000,202456900000802463,세종특별자치시,세종특별자치시 전의면 읍내리 253-13,,생활방범,3,200,읍내리 전의역정류장옆 A,30,,044-300-3417,36.679349,127.203844,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:47
5690000,202456900000801859,세종특별자치시,세종특별자치시 반곡동 316,,생활방범,1,200,수루배마을 2단지 206동 앞 A,30,,044-300-2813,36.494723,127.310257,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:40
5690000,202456900000801855,세종특별자치시,세종특별자치시 반곡동60-1,,생활방범,2,200,반곡동 오롯3교앞 C,30,,044-300-2809,36.500738,127.317129,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:40
5690000,202456900000801857,세종특별자치시,세종특별자치시 반곡동108-2,,생활방범,2,200,반곡동 반곡고등학교 건너편 A,30,,044-300-2811,36.49776,127.315711,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:40
5690000,202456900000801851,세종특별자치시,세종특별자치시 반곡동60-4,,생활방범,3,200,반곡동 4단지 416동 앞 회전교차로 A,30,,044-300-2805,36.50002,127.316206,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:40
5690000,202456900000801853,세종특별자치시,세종특별자치시 반곡동 산61,,생활방범,3,200,반곡동 국책연구단지앞공원 A,30,,044-300-2807,36.493426,127.303864,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:40
5690000,202456900000802188,세종특별자치시,세종특별자치시 도움7로 15 (어진동),,생활방범,1,200,방축천 어진동솔모랭이교 A,30,,044-300-3142,36.50679039,127.2608078,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:44
5690000,202456900000802180,세종특별자치시,세종특별자치시 어진동 217-1,,생활방범,1,200,제천 어진동나성4교(서쪽) A,30,,044-300-3134,36.49354327,127.2616661,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:44
5690000,202456900000802182,세종특별자치시,세종특별자치시 다솜으로 40 (어진동),,생활방범,1,200,방축전 어진동어진1교 A,30,,044-300-3136,36.49626015,127.2578037,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:44
5690000,202456900000802184,세종특별자치시,세종특별자치시 어진동 297,,생활방범,1,200,방축천 어진동어진4교 A,30,,044-300-3138,36.50012399,127.2572351,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:44
5690000,202456900000802186,세종특별자치시,세종특별자치시 도움3로 10 (어진동),,생활방범,1,200,방축천 어진동도림3교 A,30,,044-300-3140,36.50267678,127.2592306,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:44
5690000,202456900000802747,세종특별자치시,세종특별자치시 집현동 927,,생활방범,3,200,초4-2 서측 A,30,,044-300-3701,36.495438,127.322749,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:51
5690000,202456900000802741,세종특별자치시,세종특별자치시 집현동 883-161,,생활방범,4,200,근생2 D2지역 추후 업데이트 예정 A,30,,044-300-3695,36.484703,127.321145,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:51
5690000,202456900000802743,세종특별자치시,세종특별자치시 집현동 885-1,,생활방범,3,200,세종어울림파밀리에센터를M1 상가주차장 앞 A,30,,044-300-3697,36.497842,127.322554,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:51
5690000,202456900000802745,세종특별자치시,세종특별자치시 반곡동 13-79,,생활방범,3,200,4-2생활권 오수펌프중계장 앞 A,30,,044-300-3699,36.497901,127.320371,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:51
5690000,202456900000802749,세종특별자치시,세종특별자치시 집현동 785-33,,생활방범,3,200,C7블럭 앞 교차로 A,30,,044-300-3703,36.494812,127.322473,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:51
5690000,202456900000802431,세종특별자치시,세종특별자치시 전동면 청송리 163-2,,생활방범,3,200,청송농공단지 버스정류장 A,30,,044-300-3385,36.664067,127.255361,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:47
5690000,202456900000802437,세종특별자치시,세종특별자치시 전의면 유천리 696-1 일원,,차량방범,3,200,"전의면 유천교차로,천안대평교사이세종방면 A",30,,044-300-3391,36.681604,127.169959,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:47
5690000,202456900000802439,세종특별자치시,세종특별자치시 전의면 장터길 33,,생활방범,3,200,읍내1리 전의전통시장-하상주차장 앞 B,30,,044-300-3393,36.677986,127.206084,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:47
5690000,202456900000802433,세종특별자치시,세종특별자치시 전동면 송정리 240-1,,생활방범,4,200,전동면 송정2리 마을입구 A,30,,044-300-3387,36.626038,127.236248,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:47
5690000,202456900000802435,세종특별자치시,세종특별자치시 전의면 다방리 526,,차량방범,3,200,전의면 세종미리네천문대 앞 A,30,,044-300-3389,36.603411,127.167741,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:47
5690000,202456900000802636,세종특별자치시,세종특별자치시 조치원읍 장안로 39,,생활방범,2,200,세종 창조경제혁신센터앞 B,30,,044-300-3590,36.5980571,127.3017377,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802638,세종특별자치시,세종특별자치시 조치원읍 산막2길 19,,생활방범,3,200,죽림4리 복지회관 앞 A,30,,044-300-3592,36.593809,127.296615,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802630,세종특별자치시,세종특별자치시 조치원읍 신안새동네길 26-14,,생활방범,1,200,신안1리 일신유니빌 아파트 뒤 A,30,,044-300-3584,36.615392,127.291298,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802632,세종특별자치시,세종특별자치시 조치원읍 행복12길 9-12,,생활방범,2,200,침산리 퍼스트빌원룸앞 A,30,,044-300-3586,36.6046579,127.2933348,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802634,세종특별자치시,세종특별자치시 조치원읍 봉산리 307-5,,차량방범,3,200,봉산리 국제기계앞[범-33] A,30,,044-300-3588,36.6205236,127.2692506,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802626,세종특별자치시,세종특별자치시 조치원읍 신흥리 88-6,,생활방범,4,200,신흥리 신흥사거리신공인중개사사무소앞 B,30,,044-300-3580,36.595485,127.291134,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802622,세종특별자치시,세종특별자치시 조치원읍 죽림리 399,,생활방범,2,200,죽림리 자이아파트어린이공원내 B,30,,044-300-3576,36.589514,127.291527,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802620,세종특별자치시,세종특별자치시 조치원읍 원리 166-1,,생활방범,2,200,원리 성산건설기계앞 B,30,,044-300-3574,36.598009,127.297338,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802628,세종특별자치시,세종특별자치시 조치원읍 서창리 47-3,,생활방범,2,200,서창1리 동방전기 앞 B,30,,044-300-3582,36.612058,127.295071,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802624,세종특별자치시,세종특별자치시 조치원읍 신흥리 394,,생활방범,4,200,신흥리 신흥어린이공원 B,30,,044-300-3578,36.593214,127.288295,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000801502,세종특별자치시,세종특별자치시 가람동 621-9,,생활방범,1,200,가람동 한국지역난방공사앞저류지 A,30,,044-300-2456,36.465429,127.244686,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:35
5690000,202456900000801504,세종특별자치시,세종특별자치시 가람동 486-15,,생활방범,1,200,가람동 이마트건너편,30,,044-300-2458,36.46975635,127.2515913,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:35
5690000,202456900000801506,세종특별자치시,세종특별자치시 고운한옥1길 3(고운동),,생활방범,1,200,고운동 세종고은의원 A,30,,044-300-2460,36.51200209,127.2405965,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:35
5690000,202456900000801500,세종특별자치시,세종특별자치시 라온로 75 (가람동),,생활방범,1,200,가람동 세종시폐기물연료화시설앞,30,,044-300-2454,36.46803681,127.2420871,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:35
5690000,202456900000801508,세종특별자치시,세종특별자치시 만남로 350 (고운동),,생활방범,1,200,고운동 세종누리학교부근 1-A,30,,044-300-2462,36.52588392,127.2396904,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:35
5690000,202456900000801752,세종특별자치시,세종특별자치시 세종동 747-382,,생활방범,2,200,학나래대교밑 공원 C,30,,044-300-2706,36.467039,127.263068,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:38
5690000,202456900000801756,세종특별자치시,세종특별자치시 대평동198-80,,생활방범,3,200,대평동 뚜레뜰공원삼거리 A,30,,044-300-2710,36.473791,127.273553,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:39
5690000,202456900000801750,세종특별자치시,세종특별자치시 대평동220-1,,생활방범,2,200,한두리대교밑 C,30,,044-300-2704,36.472818,127.268878,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:38
5690000,202456900000801754,세종특별자치시,세종특별자치시 대평동264-14,,생활방범,2,200,대평동 종합운동장교차로 1-A,30,,044-300-2708,36.470802,127.274441,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:39
5690000,202456900000801758,세종특별자치시,세종특별자치시 대평동63-1,,생활방범,2,200,금남교 동쪽공공화장실앞 C,30,,044-300-2712,36.474773,127.273337,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:39
5690000,202456900000802470,세종특별자치시,세종특별자치시 전의면 오얏고지길 17,,생활방범,3,200,신방2리 마을 안 길 A,30,,044-300-3424,36.674537,127.206393,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:48
5690000,202456900000802472,세종특별자치시,세종특별자치시 전의면 동교리 117-3,,생활방범,3,200,동교4리 신설도로 삼거리 A,30,,044-300-3426,36.682533,127.209506,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:48
5690000,202456900000802476,세종특별자치시,세종특별자치시 전의면 운주산로 1204-9,,생활방범,2,200,읍내리 난파음악학원옆(전의초인근) B,30,,044-300-3430,36.680881,127.202336,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:48
5690000,202456900000802478,세종특별자치시,세종특별자치시 전의면 만세길 20-12,,생활방범,4,200,전의면보건소 옆 A,30,,044-300-3432,36.678559,127.204718,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:48
5690000,202456900000802474,세종특별자치시,세종특별자치시 전의면 신정리 582-9,,차량방범,3,200,관정리 천안행 C,30,,044-300-3428,36.689997,127.205197,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:48
5690000,202456900000802417,세종특별자치시,세종특별자치시 전동면 노장리 606-1,,생활방범,2,200,노장리 계룡관광버스주차장입구옆 A,30,,044-300-3371,36.655969,127.26887,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:47
5690000,202456900000802419,세종특별자치시,세종특별자치시 전동면 심중리 30-3,,차량방범,3,200,심중리 (2차선/양방향),30,,044-300-3373,36.673378,127.301571,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:47
5690000,202456900000802413,세종특별자치시,세종특별자치시 전동면 미곡리 219-10,,생활방범,3,200,미곡1리 마을회관옆 A,30,,044-300-3367,36.6646026,127.2196095,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:47
5690000,202456900000802415,세종특별자치시,세종특별자치시 전동면 심중리 337-3,,생활방범,3,200,심중2리 마을입구삼거리A,30,,044-300-3369,36.649439,127.271417,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:47
