연번,업종명,업소명,소재지(도로명),소재지(지번),소재지전화,등록기준일
2141,일반음식점,미경 얼큰이 칼국수,"세종특별자치시 부강면 부강5길 24, 1층 102호",세종특별자치시 부강면 부강리 119 , 044-864 -5580,2025-06-09
2142,일반음식점,족발야시장 무청감자탕 새롬점,"세종특별자치시 새롬중앙로 62-15, 해피라움W 1층 110,111호 (새롬동)",세종특별자치시 새롬동 산 19 해피라움W , 044-866 -4868,2025-06-09
2143,일반음식점,르비엣,"세종특별자치시 호려울로 29, 세종시드니 2층 201호 (보람동)",세종특별자치시 보람동 629-4 세종시드니 , 044-867 -1482,2025-06-09
2144,일반음식점,곱도리탕전문점 조치원점,"세종특별자치시 조치원읍 신흥샛터길 31, 1층 중간호",세종특별자치시 조치원읍 신흥리 10-7 ,,2025-06-09
2145,일반음식점,마라공방 나성점,"세종특별자치시 나성로 125-4, 세종엔에스타워2 1층 113호 (나성동)",세종특별자치시 나성동 797 세종엔에스타워2 , 044-867 -1766,2025-06-09
2146,일반음식점,5바(5 bar),"세종특별자치시 나성북로 9, 메가타워1 3층 302호 (나성동)",세종특별자치시 나성동 798 메가타워1 ,,2025-06-09
2147,일반음식점,김밥 윤,"세종특별자치시 한누리대로 2135, 스타힐타워Ⅰ 1층 109호 (보람동)",세종특별자치시 보람동 628-2 스타힐타워Ⅰ , 044-555 -6425,2025-06-09
2148,일반음식점,선비꼬마김밥 세종법원점,"세종특별자치시 한누리대로 1952, 반곡타워 1층 110c호 (반곡동)",세종특별자치시 반곡동 771-68 반곡타워 , 044-865 -2887,2025-06-09
2149,일반음식점,요리요,"세종특별자치시 조치원읍 신흥샛터길 41, 1층 102호",세종특별자치시 조치원읍 신흥리 1-22 102호,,2025-06-09
2150,일반음식점,곱깨비 반곡점,"세종특별자치시 한누리대로 1839, 수루배마을2단지 근린생활시설 A동 1층 110호 (반곡동)",세종특별자치시 반곡동 42-1 수루배마을2단지 근린생활시설 , 044-999 -4247,2025-06-09
2151,일반음식점,한우88도매장 도담점,"세종특별자치시 보듬3로 8-11, 세종JM빌딩 1동 1층 101,102,103호 (도담동)",세종특별자치시 도담동 669 세종JM빌딩 ,044 -864 -6043,2025-06-09
2152,일반음식점,다온뼈해장국,"세종특별자치시 조치원읍 충현로 133, 1층",세종특별자치시 조치원읍 침산리 145-10 ,,2025-06-09
2153,일반음식점,도담도담카페,"세종특별자치시 한누리대로 587, 까사리움 1층 108호 (도담동)",세종특별자치시 도담동 656 까사리움 ,,2025-06-09
2154,일반음식점,해밀꼬마김밥&커피가게,"세종특별자치시 해밀3로 32, 근린생활시설동 지1층 128호 (해밀동, 해밀마을1단지)",세종특별자치시 해밀동 산 8 해밀마을1단지 ,044 -863 -7707,2025-06-09
2155,일반음식점,이자카야 오늘,"세종특별자치시 보듬3로 8-13, 황금빌딩 1층 108,109,110호 (도담동)",세종특별자치시 도담동 670 황금빌딩 ,,2025-06-09
2156,일반음식점,THE 라멘,"세종특별자치시 조치원읍 내창3길 16-1, 101호",세종특별자치시 조치원읍 서창리 177-25 ,044 -868 -6081,2025-06-09
2157,일반음식점,웰미가 세종시청점,"세종특별자치시 한누리대로 2144, 스마트허브Ⅱ 1층 104호 (보람동)",세종특별자치시 보람동 721 스마트허브Ⅱ , 044-998 -1212,2025-06-09
2158,일반음식점,노릇노릇,"세종특별자치시 금남면 바람재로 58-23, 1,2층",세종특별자치시 금남면 축산리 527-3 ,044 -8658-486,2025-06-09
2159,일반음식점,족발야시장 보람점,"세종특별자치시 호려울로 51, 골드타워 1층 111,112호 (보람동)",세종특별자치시 보람동 751 골드타워 ,044 -417 -6665,2025-06-09
2160,일반음식점,BBQ 세종고운점,"세종특별자치시 마음안1로 137, 가락마을18단지 근린생활시설 상가 10동 1층 104호 (고운동)",세종특별자치시 고운동 2112 가락마을18단지 근린생활시설 ,,2025-06-09
2161,일반음식점,신 흥부네 고깃집,"세종특별자치시 마음로 272-28, 하모니타워Ⅱ 103~106호 (고운동)",세종특별자치시 고운동 1380 하모니타워Ⅱ ,044 -865 -7889,2025-06-09
2162,일반음식점,고봉민김밥인 세종고운점,"세종특별자치시 마음로 70, 에셀프라자 1층 109,110호 (고운동)",세종특별자치시 고운동 1720 에셀프라자 ,044 -868 -9910,2025-06-09
2163,일반음식점,우창 참대구찜해물찜,"세종특별자치시 조치원읍 새내7길 10, 1층",세종특별자치시 조치원읍 정리 102-16 ,,2025-06-09
2164,일반음식점,마을카페 전의랑,"세종특별자치시 전의면 만세길 9, 1층",세종특별자치시 전의면 읍내리 269-25 ,044 -862 -9093,2025-06-09
2165,일반음식점,풍원,"세종특별자치시 한누리대로 2144, 스마트허브Ⅱ 2층 203호 (보람동)",세종특별자치시 보람동 721 스마트허브Ⅱ , 044-998 -1118,2025-06-09
2166,일반음식점,어썸초밥(魚SOME),"세종특별자치시 한누리대로 2144, 스마트허브Ⅱ 1층 111호 (보람동)",세종특별자치시 보람동 721 스마트허브Ⅱ , 044-865 -5755,2025-06-09
2167,일반음식점,안,"세종특별자치시 나성로 133-9, 세종엔에스타워 1 2층 207~210호 (나성동)",세종특별자치시 나성동 792 세종엔에스타워 1 , 044-866 -2830,2025-06-09
2168,일반음식점,鮮 선한초밥,"세종특별자치시 다정중앙로 20, 상가2동 지하1층 203호 (다정동, 가온마을7단지)",세종특별자치시 다정동 965 가온마을7단지 , 044-868 -3253,2025-06-09
2169,일반음식점,옥이 분식,"세종특별자치시 조치원읍 조치원로 7-1, 1층",세종특별자치시 조치원읍 원리 9-29 1층 ,070 -7543-0458,2025-06-09
2170,일반음식점,한잔해요,"세종특별자치시 조치원읍 조치원3길 34, 2층",세종특별자치시 조치원읍 교리 23-19 2층 ,,2025-06-09
2171,일반음식점,신동아떡볶이,"세종특별자치시 조치원읍 죽림본로 8, 1층",세종특별자치시 조치원읍 죽림리 223-2 ,,2025-06-09
2172,일반음식점,집밥김사장,"세종특별자치시 조치원읍 세종로 2556, 1층",세종특별자치시 조치원읍 신안리 88-2 ,044 -866 -6516,2025-06-09
2173,일반음식점,"더푸켓, 요따","세종특별자치시 호려울로 45, 금남프라자 1층 111,112호 (보람동)",세종특별자치시 보람동 745 금남프라자 ,042 -823 -8833,2025-06-09
2174,일반음식점,좋은날,"세종특별자치시 조치원읍 섭골길 59, 1동 1층 101호 (e-편한세상 세종)",세종특별자치시 조치원읍 신안리 542 e-편한세상 세종 ,,2025-06-09
2175,일반음식점,우상건설구내식당,"세종특별자치시 전동면 깊은내길 129-22, 1층",세종특별자치시 전동면 보덕리 240 , 031- 865-9332,2025-06-09
2176,일반음식점,정다믄 김밥천국 세종본점,"세종특별자치시 한누리대로 2265, 세종메디컬센터 1층 112호 (대평동)",세종특별자치시 대평동 697 세종메디컬센터 ,044 -868 -0422,2025-06-09
2177,일반음식점,세종새롬점 홍콩반점,"세종특별자치시 새롬중앙로 67, 오렌지빌딩 2층 201호 (새롬동)",세종특별자치시 새롬동 580 오렌지빌딩 , 044-865 -6088,2025-06-09
2178,일반음식점,냉삼컴퍼니,"세종특별자치시 호려울로 19, 스마트허브Ⅲ 1층 104~105호 (보람동)",세종특별자치시 보람동 749 스마트허브Ⅲ , 070-7808-5431,2025-06-09
2179,일반음식점,더힐링카페(The healing Cafe),"세종특별자치시 금남면 도남2길 232, 1층",세종특별자치시 금남면 도남리 116-4 ,,2025-06-09
2180,일반음식점,짜사이,"세종특별자치시 도움1로 106, 메가시티 215, 216호 (종촌동)",세종특별자치시 종촌동 672 메가시티 ,044 -866 -4240,2025-06-09
2181,일반음식점,모과나무골 막국수이야기,"세종특별자치시 조치원읍 모과나무4길 19, 1층",세종특별자치시 조치원읍 서창리 132-9 ,,2025-06-09
2182,일반음식점,정쉐프 탕수육,"세종특별자치시 시청대로 219, 시드니하트 2층 206,207호 (보람동)",세종특별자치시 보람동 712 시드니하트 ,,2025-06-09
2183,일반음식점,서초김밥,"세종특별자치시 다정중앙로 45, 다정프라자 1층 109호 (다정동)",세종특별자치시 다정동 941 다정프라자 , 044-866 -4225,2025-06-09
2184,일반음식점,정성,"세종특별자치시 전동면 배일길 90-43, 뒤웅박고을 1동 1층",세종특별자치시 전동면 청송리 3 뒤웅박고을 ,,2025-06-09
2185,일반음식점,이백장 돈가스 세종보람점,"세종특별자치시 남세종로 384, 상가2동 1층 106호 (보람동, 호려울마을9단지)",세종특별자치시 보람동 774 호려울마을9단지 , 044-715 -7590,2025-06-09
2186,일반음식점,챔피언 꽈배기,"세종특별자치시 갈매로 364, 세종시 푸르지오시티 1층 124(일부)호 (어진동)",세종특별자치시 어진동 656 세종시 푸르지오시티 ,,2025-06-09
2187,일반음식점,홍가네 생태,"세종특별자치시 절재로 172, 태한프레스센터 109, 110호 (어진동)",세종특별자치시 어진동 528 태한프레스센터 ,044 -868 -4133,2025-06-09
2188,일반음식점,아호정 반곡점,"세종특별자치시 국책연구원3로 6, 씨즈파크뷰 1층 108, 109호 (반곡동)",세종특별자치시 반곡동 771-87 씨즈파크뷰 , 070-7802-0978,2025-06-09
2189,일반음식점,정석뼈해장국 그리고 뼈구이,"세종특별자치시 호려울로 51, 골드타워 2층 203호 (보람동)",세종특별자치시 보람동 751 골드타워 ,,2025-06-09
2190,일반음식점,고돼지 세종점,"세종특별자치시 한누리대로 273, 새롬씨티 2층 208-6호 (나성동)",세종특별자치시 나성동 741 새롬씨티 , 044-865 -9252,2025-06-09
2191,일반음식점,7번길(7 street),"세종특별자치시 조치원읍 행복7길 9-14, 스위트빌 1층",세종특별자치시 조치원읍 침산리 272-8 스위트빌 ,,2025-06-09
2192,일반음식점,(주)학산 테라로사커피 세종지점,"세종특별자치시 가름로 143, KT&G 세종타워B 1층 일부호 (어진동)",세종특별자치시 어진동 524 ,,2025-06-09
2193,일반음식점,토스트 박스 세종점,"세종특별자치시 한누리대로 2236, 해들마을 6단지 상가동 상가2동 1층 B117호 (대평동)",세종특별자치시 대평동 668 해들마을 6단지 상가동 , 044-863 -8866,2025-06-09
2194,일반음식점,김호권의 청년어부 세종나성새롬점,"세종특별자치시 한누리대로 284, 마들렌 1층 101호 (나성동)",세종특별자치시 나성동 765 마들렌 , 044-866 -2277,2025-06-09
2195,일반음식점,로충칭마라탕 세종보람점,"세종특별자치시 한누리대로 2135, 스타힐타워Ⅰ 2층 209호 (보람동)",세종특별자치시 보람동 743 스타힐타워Ⅰ ,044 -868 -2188,2025-06-09
2196,일반음식점,백채김치찌개 세종나성점,"세종특별자치시 한누리대로 292, 행복의아침 1층 114호 (나성동)",세종특별자치시 나성동 763 행복의아침 , 044-868 -6381,2025-06-09
2197,일반음식점,화락바베큐치킨 세종나성점,"세종특별자치시 한누리대로 237, 한스웰시티 1층 106호 (나성동)",세종특별자치시 나성동 748 한스웰시티 , 044-272 -8838,2025-06-09
2198,일반음식점,샐요일 세종아름점,"세종특별자치시 보듬3로 92, 해피라움2 1층 125호 (아름동)",세종특별자치시 아름동 1293 해피라움2 ,,2025-06-09
2199,일반음식점,디펜스,"세종특별자치시 조치원읍 문화길 35-6, 1층",세종특별자치시 조치원읍 침산리 275-9 ,,2025-06-09
2200,일반음식점,회데이,"세종특별자치시 보듬3로 8-29, 해피라움6 1층 106호 (도담동)",세종특별자치시 도담동 677 해피라움6 ,,2025-06-09
2201,일반음식점,맘스키친,"세종특별자치시 한누리대로 169, 세종행복타워 2층 208호 (나성동)",세종특별자치시 나성동 720 세종행복타워 , 044-998 -3060,2025-06-09
2202,일반음식점,보글지글 레알,"세종특별자치시 가름로 180, 세종파이낸스센터3 지1층 B124(일부)호 (어진동)",세종특별자치시 어진동 666 세종파이낸스센터3 ,044 -865 -3344,2025-06-09
2203,일반음식점,꿀맥,"세종특별자치시 한누리대로 2236, 해들마을 6단지 판매시설-3동 1층 B122호 (대평동)",세종특별자치시 대평동 668 해들마을 6단지 상가동 , 044-272 -7978,2025-06-09
2204,일반음식점,영주네 밥상,"세종특별자치시 조치원읍 조치원5길 35, 1층",세종특별자치시 조치원읍 교리 23-6 ,,2025-06-09
2205,일반음식점,세종뼈해장국 뼈구이,"세종특별자치시 금남면 용포로 97-8, 제2동 1층",세종특별자치시 금남면 용포리 200-3 ,,2025-06-09
2206,일반음식점,원조부산 할매낙지&활화산,"세종특별자치시 나성로 41, 하해빌딩 4층 402, 403호 (나성동)",세종특별자치시 나성동 782 하해빌딩 , 044-862 -2209,2025-06-09
2207,일반음식점,무모한초밥 도담점,"세종특별자치시 보듬4로 9, 카림애비뉴 1동 1층 1F-42호 (도담동, 도램마을11단지)",세종특별자치시 도담동 653 도램마을11단지 ,,2025-06-09
2208,일반음식점,자담치킨 한솔점,"세종특별자치시 누리1로 81, 목화상가 1층 105호 (한솔동)",세종특별자치시 한솔동 1061 , 044-866 -5887,2025-06-09
2209,일반음식점,두두돈,"세종특별자치시 한누리대로 1820, 왕관빌딩 2층 207호 (반곡동)",세종특별자치시 반곡동 49-14 왕관빌딩 , 044-417 -6615,2025-06-09
2210,일반음식점,파티공간,"세종특별자치시 나성로 41, 하해빌딩 3층 305, 306호 (나성동)",세종특별자치시 나성동 782 하해빌딩 ,,2025-06-09
2211,일반음식점,이밥,"세종특별자치시 정부2청사로 10, 에스엠타워 2층 204호 (나성동)",세종특별자치시 나성동 779 에스엠타워 , 044-863 -2588,2025-06-09
2212,일반음식점,고운식탁,"세종특별자치시 마음안1로 167, 상가동 지하1층 B107호 (고운동, 가락마을17단지)",세종특별자치시 고운동 1386 가락마을17단지 ,,2025-06-09
2213,일반음식점,(주)경기서비스무진장,"세종특별자치시 전동면 솔티로 573, 4동",세종특별자치시 전동면 송성리 371-1 외 2필지 4동 ,031 -7970-594,2025-06-09
2214,일반음식점,초코랩,"세종특별자치시 한누리대로 331, 1층 101-1호 (나성동, SR파크센텀)",세종특별자치시 나성동 727 SR파크센텀 ,,2025-06-09
2215,일반음식점,타코 Lago,"세종특별자치시 시청대로 213, 금강베네치아 1층 112호 (보람동)",세종특별자치시 보람동 711 금강베네치아 ,044 -867 -5145,2025-06-09
2216,일반음식점,열정국밥,"세종특별자치시 조치원읍 돌마루7길 9, 1층 101호","세종특별자치시 조치원읍 서창리 290-3 장안타운, 토속촌, 촌닭 ",,2025-06-09
2217,일반음식점,부산면관 세종청사점,"세종특별자치시 가름로 180, 세종파이낸스센터3 1층 124, 125호 (어진동)",세종특별자치시 어진동 666 세종파이낸스센터3 ,044 -863 -1137,2025-06-09
2218,일반음식점,소림타운 세종점,"세종특별자치시 한누리대로 227, 세종마루 2층 203호 (나성동)",세종특별자치시 나성동 750 세종마루 , 044- 868-4647,2025-06-09
2219,일반음식점,곱깨비 시청점,"세종특별자치시 한누리대로 2236, 해들마을 6단지 판매시설3동 B125호 (대평동)",세종특별자치시 대평동 668 해들마을 6단지 판매시설3동 B125호 , 044- 905-4407,2025-06-09
2220,일반음식점,교촌치킨(소담점),"세종특별자치시 한누리대로 2009, 펠리체타워2 1층 105,106,107호 (소담동)",세종특별자치시 소담동 576 펠리체타워2 , 044-862 -1994,2025-06-09
2221,일반음식점,무모한초밥 세종종촌점,"세종특별자치시 도움3로 105-8, 신목빌딩 1층 106호 (종촌동)",세종특별자치시 종촌동 662 신목빌딩 ,,2025-06-09
2222,일반음식점,탕화쿵푸 마라탕,"세종특별자치시 한누리대로 287, 세종포레뷰1 1층 101. 102호 (나성동)","세종특별자치시 나성동 738 세종포레뷰1 101,102호", 044- 863-1276,2025-06-09
2223,일반음식점,수루배 대반점,"세종특별자치시 한누리대로 1820, 왕관빌딩 2층 208호 (반곡동)",세종특별자치시 반곡동 49-14 왕관빌딩 208호, 044-862 -3376,2025-06-09
2224,일반음식점,아름정원,"세종특별자치시 달빛로 216, 기쁨빌딩 103,104호 (아름동)",세종특별자치시 아름동 1184 기쁨빌딩 ,,2025-06-09
2225,일반음식점,경주집,"세종특별자치시 도움8로 91, 세종마치 2층 206호 (어진동)",세종특별자치시 어진동 610 세종마치 ,,2025-06-09
2226,일반음식점,Underlow(언더로우),"세종특별자치시 조치원읍 으뜸길 222, 지하1층",세종특별자치시 조치원읍 원리 10-18 지하1층 ,,2025-06-09
2227,일반음식점,가마치통닭 한솔점,"세종특별자치시 누리로 59, 상가A동 1층 104호 (한솔동, 첫마을5단지)",세종특별자치시 한솔동 1045 첫마을5단지 , 044- 715-7011,2025-06-09
2228,일반음식점,주식회사 명품한우,"세종특별자치시 다정로 13, 지하1~지상1층 (다정동)",세종특별자치시 다정동 695 , 044-867 -7867,2025-06-09
2229,일반음식점,족발야시장 세종도담점,"세종특별자치시 보듬3로 8-20, 세종한신휴시티 1층 125, 126호 (도담동)",세종특별자치시 도담동 660 세종한신휴시티 ,,2025-06-09
2230,일반음식점,조스테이크 소담점,"세종특별자치시 소담1로 16, 지엘플렉스2 1층 120호 (소담동)",세종특별자치시 소담동 580 지엘플렉스2 ,044 -862 -4747,2025-06-09
2231,일반음식점,무모한초밥 다정점,"세종특별자치시 다정중앙로 51, 더다정빌딩 1층 110호 (다정동)",세종특별자치시 다정동 943 더다정빌딩 ,044 -868 -3330,2025-06-09
2232,일반음식점,오빠족발 세종점,"세종특별자치시 새롬로 56, 근린생활시설-1동 1층 102호 (새롬동, 새뜸마을14단지)",세종특별자치시 새롬동 563 새뜸마을14단지 , 044- 414-9592,2025-06-09
2233,일반음식점,Bakery Anne(베이커리 앤),"세종특별자치시 조치원읍 새내12길 6, 1,2,3층","세종특별자치시 조치원읍 원리 8-4 1,2,3층 ",044 -866 -0057,2025-06-09
2234,일반음식점,포케 올데이 세종점,"세종특별자치시 보듬3로 8-37, 원프라자 1층 120,121호 (도담동)",세종특별자치시 도담동 678 원프라자 ,,2025-06-09
2235,일반음식점,줌갤러리카페,"세종특별자치시 연서면 도신고복로 1227, 2동 1층",세종특별자치시 연서면 성제리 586-8 ,,2025-06-09
2236,일반음식점,라라식당,"세종특별자치시 나성로 41, 하해빌딩 2층 201, 202호 (나성동)",세종특별자치시 나성동 782 하해빌딩 ,,2025-06-09
2237,일반음식점,요달의 찜닭(종촌점),"세종특별자치시 달빛로 41, 백두산빌딩 2층 201호 (종촌동)",세종특별자치시 종촌동 669 백두산빌딩 ,044 -866 -0488,2025-06-09
2238,일반음식점,스페이스(SPACE),"세종특별자치시 한누리대로 311, 모닝시티2 1층 110,111호 (나성동)",세종특별자치시 나성동 732 모닝시티2 , 044- 863-1122,2025-06-09
2239,일반음식점,싱싱푸드,"세종특별자치시 조치원읍 으뜸길 266, 1층",세종특별자치시 조치원읍 교리 13-7 ,,2025-06-09
2240,일반음식점,신라몽,"세종특별자치시 한누리대로 237, 한스웰시티 1층 110,111호 (나성동)",세종특별자치시 나성동 748 한스웰시티 ,044 -863 -4411,2025-06-09
2241,일반음식점,희로애닭 본점,"세종특별자치시 대평로 56, 상가2동 1층 114호 (대평동, 해들마을 5단지)",세종특별자치시 대평동 700 해들마을 5단지 , 044- 862-7579,2025-06-09
2242,일반음식점,더 세종,"세종특별자치시 도움1로 7, 세종NS호텔 4층 일부호 (어진동)",세종특별자치시 어진동 540 세종NS호텔 ,044 -330 -3311,2025-06-09
2243,일반음식점,행복한 미소분식,"세종특별자치시 만남로 92, 상가동 1층 106호 (고운동, 가락마을8단지)",세종특별자치시 고운동 1706 가락마을8단지 ,044 -865 -5782,2025-06-09
2244,일반음식점,가마치통닭 새롬점,"세종특별자치시 새롬북로 13, 근린생활시설동 1층 M116호 (새롬동, 새뜸마을4단지)",세종특별자치시 새롬동 554 새뜸마을4단지 , 044- 868-0050,2025-06-09
2245,일반음식점,우리할매 떡볶이 나성점,"세종특별자치시 한누리대로 292, 행복의아침 1층 104호 (나성동)",세종특별자치시 나성동 763 행복의아침 104호, 044- 864-8485,2025-06-09
2246,일반음식점,해피치즈스마일 세종점,"세종특별자치시 한누리대로 2165, 호려울마을7단지 근린생활시설 752동 2층 A-218호 (보람동)",세종특별자치시 보람동 738 호려울마을7단지 근린생활시설 , 044- 715-5059,2025-06-09
2247,일반음식점,BBQ 종촌점,"세종특별자치시 도움3로 105-6, 스마트빌딩 1층 103호 (종촌동)",세종특별자치시 종촌동 661 스마트빌딩 ,,2025-06-09
2248,일반음식점,오늘된찌,"세종특별자치시 새롬중앙로 34, 크리스마스빌딩 1층 121A,121B호 (새롬동)",세종특별자치시 새롬동 574 크리스마스빌딩 , 044- 417-7888,2025-06-09
2249,일반음식점,채선당 도시락&샐러드 나성점,"세종특별자치시 한누리대로 291, 포레뷰2차 1층 104호 (나성동)",세종특별자치시 나성동 737 포레뷰2차 , 044- 866-5001,2025-06-09
2250,일반음식점,이범석류 스시야,"세종특별자치시 도움1로 7, 세종NS호텔 3층 306~310호 (어진동)",세종특별자치시 어진동 540 세종NS호텔 ,044 -868 -4006,2025-06-09
2251,일반음식점,브라운 매뉴얼,"세종특별자치시 달빛로 80, 상가 1동 1층 1101호 (종촌동, 가재마을 12단지)",세종특별자치시 종촌동 652 가재마을 12단지 ,,2025-06-09
2252,일반음식점,자담치킨 반곡동점,"세종특별자치시 반곡1길 9, 상가B동 지하층 B110호 (반곡동, 수루배마을2단지)",세종특별자치시 반곡동 393-1 수루배마을2단지 , 044- 865-8600,2025-06-09
2253,일반음식점,"덮덮밥, 또와식당","세종특별자치시 조치원읍 세종로 2282, 2층 225호",세종특별자치시 조치원읍 죽림리 114-1 225호,044 -868 -3593,2025-06-09
2254,일반음식점,인 꼬마김밥 보람점,"세종특별자치시 보람동로 14, 상가3동 1층 308호 (보람동, 호려울마을8단지)",세종특별자치시 보람동 777 호려울마을8단지 ,044 -866 -3663,2025-06-09
2255,일반음식점,지리산 산림정,"세종특별자치시 한누리대로 1948, 2층 213-1, 213-2, 214-1호 (반곡동)",세종특별자치시 반곡동 840 더스테이빌딩 , 044- 862-4621,2025-06-09
2256,일반음식점,이삼례할머니 감자탕 나성동점,"세종특별자치시 한누리대로 321, SR파크시티 2층 233호 (나성동)",세종특별자치시 나성동 730 SR파크시티 ,,2025-06-09
2257,일반음식점,두번째 동카,"세종특별자치시 절재로 194, 중앙타운 2층 219호 (어진동)",세종특별자치시 어진동 547 중앙타운 ,,2025-06-09
2258,일반음식점,햄깡패 부대찌개 세종본점,"세종특별자치시 정부2청사로 10, 에스엠타워 2층 205호 (나성동)",세종특별자치시 나성동 779 에스엠타워 ,,2025-06-09
2259,일반음식점,큰맘할매순대국 세종조치원점,"세종특별자치시 조치원읍 대첩로 38, 2동 1층 1호",세종특별자치시 조치원읍 신흥리 63-4 ,044 -863 -4283,2025-06-09
2260,일반음식점,나성꼬마김밥,"세종특별자치시 정부2청사로 10, 에스엠타워 109-1호 (나성동)",세종특별자치시 나성동 779 에스엠타워 , 044- 867-8833,2025-06-09
2261,일반음식점,강연우 동태찌개 세종직영점,"세종특별자치시 마음로 239, 고은드림56 지1층 전체호 (고운동)",세종특별자치시 고운동 1007 고은드림56 ,,2025-06-09
2262,일반음식점,카츠백 세종점,"세종특별자치시 세종로 1234-12, 하나타워 1층 109호 (아름동)",세종특별자치시 아름동 1310 하나타워 , 044- 864-5559,2025-06-09
2263,일반음식점,굽네치킨 세종다정점,"세종특별자치시 다정서로 60, 상가동 102호 (다정동, 가온마을5단지)",세종특별자치시 다정동 946 가온마을5단지 , 044- 865-9492,2025-06-09
2264,일반음식점,백소정 세종점,"세종특별자치시 다정중앙로 40, 리치타워 2층 207호 (다정동)",세종특별자치시 다정동 938 리치타워 , 044- 868-9661,2025-06-09
2265,일반음식점,백채김치찌개 세종도담점,"세종특별자치시 보듬3로 8-20, 세종한신휴시티 2층 215호 (도담동)",세종특별자치시 도담동 660 세종한신휴시티 ,,2025-06-09
2266,일반음식점,오군족발,"세종특별자치시 보듬3로 6, 라온프라이빗시티Ⅱ 1동 1층 104호 (도담동)",세종특별자치시 도담동 667 라온프라이빗시티Ⅱ ,044 -868 -1544,2025-06-09
2267,일반음식점,이모네 동태탕,"세종특별자치시 금남면 용포로 94, 1층",세종특별자치시 금남면 용포리 205-32 ,,2025-06-09
2268,일반음식점,카페일로,"세종특별자치시 연서면 도신고복로 1243, 1층",세종특별자치시 연서면 성제리 586-186 ,,2025-06-09
2269,일반음식점,소담생선가게,"세종특별자치시 한누리대로 2003, 펠리체타워3 111호 (소담동)",세종특별자치시 소담동 574 펠리체타워3 ,,2025-06-09
2270,일반음식점,마라공방 보람점,"세종특별자치시 호려울로 19, 스마트허브Ⅲ 106호 (보람동)",세종특별자치시 보람동 749 스마트허브Ⅲ ,,2025-06-09
2271,일반음식점,송기원진주냉면 세종부강점,"세종특별자치시 부강면 시장길 2, 101호",세종특별자치시 부강면 부강리 521-3 ,,2025-06-09
2272,일반음식점,하면돼지,"세종특별자치시 국책연구원1로 15, B동 101, 102호 (소담동, 새샘마을9단지)",세종특별자치시 소담동 521 새샘마을9단지 ,,2025-06-09
2273,일반음식점,이도밥상,"세종특별자치시 아름서1길 23, 세종조이1 1동 2층 201호 (아름동)",세종특별자치시 아름동 1333 세종조이1 ,,2025-06-09
2274,일반음식점,베트남쌀국수전문점 포찐,"세종특별자치시 한누리대로 205, SR파크 도시형생활주택 114,115호 (나성동)",세종특별자치시 나성동 714 SR파크 도시형생활주택 ,,2025-06-09
2275,일반음식점,떡뽀끼집,"세종특별자치시 조치원읍 신안새동네1길 14, 제2동 1층",세종특별자치시 조치원읍 신안리 393-2 2동 ,,2025-06-09
2276,일반음식점,소소한하누마을,"세종특별자치시 조치원읍 서북부로 9, 1동 102,103호","세종특별자치시 조치원읍 침산리 275-3 1동 102,103호",044 -867 -2753,2025-06-09
2277,일반음식점,달구지막창 도담점,"세종특별자치시 보듬3로 8-29, 해피라움6 101-1호,101-2호 (도담동)",세종특별자치시 도담동 677 해피라움6 ,,2025-06-09
2278,일반음식점,퐁당(조치원점),"세종특별자치시 조치원읍 세종로 2282, 309,310호","세종특별자치시 조치원읍 죽림리 114-1 309,310호",044 -555 -9499,2025-06-09
2279,일반음식점,이아카페,"세종특별자치시 연서면 도신고복로 1131-7, 산장가든 4동 1층",세종특별자치시 연서면 고복리 32 4동 ,,2025-06-09
2280,일반음식점,디트레이,"세종특별자치시 나성로 133-15, 애플타워 302호 (나성동)",세종특별자치시 나성동 791 애플타워 ,,2025-06-09
2281,일반음식점,orange chill(오렌지 칠),"세종특별자치시 국책연구원3로 6, 씨즈파크뷰 114호 (반곡동)",세종특별자치시 반곡동 771-87 씨즈파크뷰 ,,2025-06-09
2282,일반음식점,바투,"세종특별자치시 장군면 영평사길 27, 1,2층",세종특별자치시 장군면 산학리 17 ,,2025-06-09
2283,일반음식점,한솔 939,"세종특별자치시 노을3로 14, 상가동 106호 (한솔동, 첫마을1단지)",세종특별자치시 한솔동 939 첫마을1단지 ,044 -8639-289,2025-06-09
2284,일반음식점,나무그늘,"세종특별자치시 한누리대로 2165, 호려울마을7단지 근린생활시설 1층 B-106호 (보람동)",세종특별자치시 보람동 738 호려울마을7단지 근린생활시설 ,,2025-06-09
2285,일반음식점,엣지,"세종특별자치시 보듬3로 8-29, 해피라움6 4층 401호 (도담동)",세종특별자치시 도담동 677 해피라움6 ,,2025-06-09
2286,일반음식점,미옥,"세종특별자치시 한누리대로 2144, 스마트허브Ⅱ 2층 202호 (보람동)",세종특별자치시 보람동 721 스마트허브Ⅱ ,,2025-06-09
2287,일반음식점,산적 통갈매기 세종점,"세종특별자치시 고운서길 15, 하모니타워Ⅰ 1층 110호 (고운동)",세종특별자치시 고운동 1723 하모니타워Ⅰ ,,2025-06-09
2288,일반음식점,통큰솥뚜껑 닭볶음탕 세종나성점,"세종특별자치시 나성로 133-9, 세종엔에스타워 1 1층 101,102호 (나성동)",세종특별자치시 나성동 792 세종엔에스타워 1 ,,2025-06-09
