적재_연월,주차장 명칭,주차장 구분자 정보,주차장 유형 구분자 정보,주차장 위치 도로명주소정보,주차장 위치 지번주소정보,주차장 주차 구획수,주차장 부제 시행 구분자 정보,주차장 운영요일,주차장 평일 운영시작시각,주차장 평일 운영종료시각,주차장 토요일 운영시작시각,주차장 토요일 운영종료시각,주차장 공휴일 운영시작시각,주차장 공휴일 운영종료시각,주차장 요금 유무 정보,주차장 주차 기본시간,주차장 주차 기본요금,주차장 추가 단위시간,주차장 추가 단위요금,주차장 1일 주차권 요금 적용시간,주차장 1일 주차권 요금,주차장 월 정기권 요금,주차장 결제 방법 정보,주차장 관리기관명,주차장 관리기관 전화번호,주차장 위치 위도 좌표정보,주차장 위치 경도 좌표정보,주차장 데이터 기준일자
202603,침산리1,공영,노외,조치원읍,-,21,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.60508226,127.292973,2023.11.24
202603,침산리2,공영,노외,조치원읍,-,10,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.60508975,127.2929742,2023.11.24
202603,침산리3,공영,노외,조치원읍,-,22,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.60441428,127.2927891,2023.11.24
202603,연동면1,공영,노상,연동면,-,10,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.55783181,127.3257093,2023.11.24
202603,전의면1,공영,노외,전의면,-,65,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.67905247,127.2055544,2023.11.24
202603,금남면1,공영,노외,금남면,-,41,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,유료,30,0,15,400,0,8000,0,카드,세종특별자치시청,044-300-7923,36.46539172,127.2820568,2023.11.24
202603,아름동공영주차장,공영,노외,아름동,세종특별자치시 아름동 1352,236,미시행,평일+토요일+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,유료,30,500,10,300,0,8000,0,카드,세종특별자치시청,044-300-7923,36.51139615,127.2478612,2023.11.24
202603,종촌동공영주차장,공영,노외,종촌동,세종특별자치시 종촌동 664,160,미시행,평일+토요일+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,유료,30,500,10,300,0,8000,0,카드,세종특별자치시청,044-300-7923,36.50374741,127.2497063,2023.11.24
202603,보람동1,공영,노외,보람동,-,38,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.47877461,127.2906144,2023.11.24
202603,소담동1,공영,노외,소담동,-,51,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.48407449,127.3003697,2023.11.24
202603,나성동1,공영,노외,나성동,세종특별자치시 나성동 42-1,80,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.48343796,127.2679603,2023.11.24
202603,보람동2,공영,노외,보람동,-,70,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.47877461,127.2906144,2023.11.24
202603,보람동3,공영,노외,보람동,-,70,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.47877461,127.2906144,2023.11.24
202603,보람동4,공영,노외,보람동,-,60,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.47877461,127.2906144,2023.11.24
202603,도시상징광장주차장,공영,노외,나성동,세종특별자치시 나성동 836,262,미시행,평일+토요일+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,유료,30,500,10,300,0,8000,0,카드,세종특별자치시청,044-300-7923,36.4864222,127.2637566,2023.11.24
202603,2생활권환승주차장A,공영,노외,나성동,세종특별자치시 나성동 719,270,미시행,평일+토요일+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,유료,30,500,10,300,0,8000,0,카드,세종특별자치시청,044-300-7923,36.4810032,127.2612762,2023.11.24
202603,2생활권환승주차장B,공영,노외,나성동,세종특별자치시 나성동 778,270,미시행,평일+토요일+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,유료,30,500,10,300,0,8000,0,카드,세종특별자치시청,044-300-7923,36.4814309,127.2621498,2023.11.24
202603,용포로공영주차장,공영,노외,금남면,세종특별자치시 금남면 신촌리 297-11,55,미시행,평일+토요일+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,유료,30,500,10,300,0,8000,0,카드,세종특별자치시청,044-300-7923,36.4684296,127.2823068,2023.11.24
202603,부강면3,공영,노외,부강명,-,19,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.52813959,127.3691593,2023.11.24
202603,부강면4,공영,노외,부강명,-,9,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.52848904,127.3687768,2023.11.24
202603,부강면5,공영,노외,부강명,세종특별자치시 부강면 부강리 434-14,21,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.52863901,127.3673207,2023.11.24
202603,침산리16,공영,노외,조치원읍,-,23,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.60482476,127.2905834,2023.11.24
202603,침산리17,공영,노외,조치원읍,-,21,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6050543,127.2912966,2023.11.24
202603,침산리18,공영,노외,조치원읍,-,19,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.60417652,127.2937302,2023.11.24
202603,침산리7,공영,노외,조치원읍,-,16,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6046546,127.2907638,2023.11.24
202603,침산리8,공영,노외,조치원읍,-,12,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.60534439,127.2931048,2023.11.24
202603,침산리9,공영,노외,조치원읍,-,12,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.60475023,127.2916906,2023.11.24
202603,침산리10,공영,노외,조치원읍,세종특별자치시 조치원읍 침산리 261-9,8,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.60369742,127.2927499,2023.11.24
202603,침산리11,공영,노외,조치원읍,세종특별자치시 조치원읍 침산리 270-2,17,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.60296471,127.2902078,2023.11.24
202603,침산리12,공영,노외,조치원읍,-,10,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.60216026,127.2910995,2023.11.24
202603,서창리1,공영,노외,조치원읍,-,12,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.60800373,127.2932371,2023.11.24
202603,부강면1,공영,노외,부강명,-,7,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.52885835,127.3687403,2023.11.24
202603,부강면2,공영,노외,부강명,-,16,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5285002,127.3688884,2023.11.24
