적재_연월,주차장 명칭,주차장 구분자 정보,주차장 유형 구분자 정보,주차장 위치 도로명주소정보,주차장 위치 지번주소정보,주차장 주차 구획수,주차장 부제 시행 구분자 정보,주차장 운영요일,주차장 평일 운영시작시각,주차장 평일 운영종료시각,주차장 토요일 운영시작시각,주차장 토요일 운영종료시각,주차장 공휴일 운영시작시각,주차장 공휴일 운영종료시각,주차장 요금 유무 정보,주차장 주차 기본시간,주차장 주차 기본요금,주차장 추가 단위시간,주차장 추가 단위요금,주차장 1일 주차권 요금 적용시간,주차장 1일 주차권 요금,주차장 월 정기권 요금,주차장 결제 방법 정보,주차장 관리기관명,주차장 관리기관 전화번호,주차장 위치 위도 좌표정보,주차장 위치 경도 좌표정보,주차장 데이터 기준일자
202603,죽림리1,공영,노상,세종특별자치시 조치원읍 도장말길 52,-,15,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5916212500,127.2974782000,2023-11-24
202603,죽림리2,공영,노외,세종특별자치시 조치원읍 새동네뒷골길 7-1,-,9,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5898114700,127.2922404000,2023-11-24
202603,죽림리3,공영,노외,세종특별자치시 조치원읍 죽림본로 9,-,29,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5913576100,127.2976801000,2023-11-24
202603,죽림리4,공영,노외,세종특별자치시 조치원읍 죽림로 37,-,22,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5921296400,127.2956391000,2023-11-24
202603,남리1,공영,노외,세종특별자치시 조치원읍 조치원4길 144-15,-,45,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5945865600,127.2996626000,2023-11-24
202603,번암리1,공영,노외,세종특별자치시 조치원읍 번암안동네길 20,-,13,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5833422600,127.2909696000,2023-11-24
202603,번암리2,공영,노외,세종특별자치시 조치원읍 군청로 23,-,34,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5866923100,127.2935986000,2023-11-24
202603,신흥리1,공영,노상,세종특별자치시 조치원읍 군청로 87-16,-,78,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5924685000,127.2919815000,2023-11-24
202603,침산리1,공영,노외,세종특별자치시 조치원읍 행복5길 29,-,21,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6050822600,127.2929730000,2023-11-24
202603,침산리2,공영,노외,세종특별자치시 조치원읍 행복 5길 29,-,10,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6050897500,127.2929742000,2023-11-24
202603,침산리3,공영,노외,세종특별자치시 조치원읍 행복11길 12,-,22,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6044142800,127.2927891000,2023-11-24
202603,연동면1,공영,노상,세종특별자치시 연동면 내송길 6,-,10,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5578318100,127.3257093000,2023-11-24
202603,전의면1,공영,노외,세종특별자치시 전의면 운주산로 1183,-,65,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6790524700,127.2055544000,2023-11-24
202603,금남면1,공영,노외,세종특별자치시 금남면 용포느티나무길 22,-,41,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,유료,30,0,15,400,0,8000,0,카드,세종특별자치시청,044-300-7923,36.4653917200,127.2820568000,2023-11-24
202603,아름동공영주차장,공영,노외,세종특별자치시 보듬3로 105,세종특별자치시 아름동 1352,236,미시행,평일+토요일+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,유료,30,500,10,300,0,8000,0,카드,세종특별자치시청,044-300-7923,36.5113961500,127.2478612000,2023-11-24
202603,종촌동공영주차장,공영,노외,세종특별자치시 달빛로 53,세종특별자치시 종촌동 664,160,미시행,평일+토요일+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,유료,30,500,10,300,0,8000,0,카드,세종특별자치시청,044-300-7923,36.5037474100,127.2497063000,2023-11-24
202603,보람동1,공영,노외,세종특별자치시 호려울로 42,-,38,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.4787746100,127.2906144000,2023-11-24
202603,소담동1,공영,노외,세종특별자치시 한누리대로 2023,-,51,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.4840744900,127.3003697000,2023-11-24
202603,나성동1,공영,노외,세종특별자치시 갈매로 208,세종특별자치시 나성동 42-1,80,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.4834379600,127.2679603000,2023-11-24
202603,보람동2,공영,노외,세종특별자치시 호려울로 42,-,70,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.4787746100,127.2906144000,2023-11-24
202603,보람동3,공영,노외,세종특별자치시 호려울로 42,-,70,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.4787746100,127.2906144000,2023-11-24
202603,보람동4,공영,노외,세종특별자치시 호려울로 42,-,60,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.4787746100,127.2906144000,2023-11-24
202603,도시상징광장주차장,공영,노외,세종특별자치시 어울누리로 30,세종특별자치시 나성동 836,262,미시행,평일+토요일+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,유료,30,500,10,300,0,8000,0,카드,세종특별자치시청,044-300-7923,36.4864222000,127.2637566000,2023-11-24
202603,2생활권환승주차장A,공영,노외,세종특별자치시 한솔동로 26,세종특별자치시 나성동 719,270,미시행,평일+토요일+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,유료,30,500,10,300,0,8000,0,카드,세종특별자치시청,044-300-7923,36.4810032000,127.2612762000,2023-11-24
202603,2생활권환승주차장B,공영,노외,세종특별자치시 나성남로 7-7,세종특별자치시 나성동 778,270,미시행,평일+토요일+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,유료,30,500,10,300,0,8000,0,카드,세종특별자치시청,044-300-7923,36.4814309000,127.2621498000,2023-11-24
202603,용포로공영주차장,공영,노외,-,세종특별자치시 금남면 신촌리 297-11,55,미시행,평일+토요일+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,유료,30,500,10,300,0,8000,0,카드,세종특별자치시청,044-300-7923,36.4684296000,127.2823068000,2023-11-24
202603,부강면3,공영,노외,세종특별자치시 부강면 태산길 17,-,19,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5281395900,127.3691593000,2023-11-24
202603,부강면4,공영,노외,세종특별자치시 부강면 시장길 20,-,9,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5284890400,127.3687768000,2023-11-24
202603,부강면5,공영,노외,세종특별자치시 부강면 부강로 26-6,세종특별자치시 부강면 부강리 434-14,21,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5286390100,127.3673207000,2023-11-24
202603,침산리16,공영,노외,세종특별자치시 조치원읍 행복5길7,-,23,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6048247600,127.2905834000,2023-11-24
202603,침산리17,공영,노외,세종특별자치시 조치원읍 행복6길 16,-,21,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6050543000,127.2912966000,2023-11-24
202603,침산리18,공영,노외,세종특별자치시 조치원읍 행복13길 5,-,19,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6041765200,127.2937302000,2023-11-24
202603,침산리7,공영,노외,세종특별자치시 조치원읍 행복 5길 8-1,-,16,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6046546000,127.2907638000,2023-11-24
202603,침산리8,공영,노외,세종특별자치시 조치원읍 행복 5길 31-3,-,12,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6053443900,127.2931048000,2023-11-24
202603,침산리9,공영,노외,세종특별자치시 조치원읍 행복 5길 18,-,12,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6047502300,127.2916906000,2023-11-24
202603,침산리10,공영,노외,세종특별자치시 조치원읍 행복12길 1,세종특별자치시 조치원읍 침산리 261-9,8,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6036974200,127.2927499000,2023-11-24
202603,침산리11,공영,노외,세종특별자치시 조치원읍 행복7길 3,세종특별자치시 조치원읍 침산리 270-2,17,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6029647100,127.2902078000,2023-11-24
202603,침산리12,공영,노외,세종특별자치시 조치원읍 행복1길 11,-,10,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6021602600,127.2910995000,2023-11-24
202603,서창리1,공영,노외,세종특별자치시 조치원읍 돌마루5길 27,-,12,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6080037300,127.2932371000,2023-11-24
202603,부강면1,공영,노외,세종특별자치시 부강면 부강5길 19,-,7,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5288583500,127.3687403000,2023-11-24
202603,부강면2,공영,노외,세종특별자치시 부강면 부강5길 18,-,16,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5285002000,127.3688884000,2023-11-24
